学校,专业主键,年级,学院,专业,专业方向_路径,技能编号,标准技能名称,技能展示名称,技能一级类型,技能簇名称,技能供给原始分,证据条数,直接证据条数,语义规则证据条数,证据摘要,映射依据,专业区分度权重,技能供给区分度得分,专业内排名,是否代表性技能
首都经济贸易大学,CUEB-2024-112,2024级,法学院,法学（数字法学卓越班）专业学分制,24级卓越班培养方案,JN0775,学习能力,学习能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,自主学习能力,毕业要求直接出现“自主学习能力”,1.7221347174331973,2.583202076149796,11,是
首都经济贸易大学,CUEB-2024-112,2024级,法学院,法学（数字法学卓越班）专业学分制,24级卓越班培养方案,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,0.8,1,0,1,应用写作Practical Writing,写作课程,1.0649195460993157,0.8519356368794526,19,否
首都经济贸易大学,CUEB-2024-112,2024级,法学院,法学（数字法学卓越班）专业学分制,24级卓越班培养方案,JN0780,诚信与职业道德,诚信与职业道德,非技术性能力,金融风控、投资与合规,1.5,1,1,0,职业道德,毕业要求直接出现“职业道德”,1.0710357731167517,1.6065536596751275,16,否
首都经济贸易大学,CUEB-2024-112,2024级,法学院,法学（数字法学卓越班）专业学分制,24级卓越班培养方案,JN0790,创新能力,创新能力,非技术性能力,视觉设计与数字内容制作,1.5,1,1,0,创造性思维,毕业要求直接出现“创造性思维”,1.2895886507223624,1.9343829760835436,13,否
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0025,英语,英语,语言能力,供应链与物流管理,3.3,2,2,0,英语,核心课程直接出现“英语”；课程名称直接出现唯一技能别名“英语”,1.0,3.3,8,是
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0026,数据分析,数据分析,工具软件与技术平台,人工智能与数据挖掘,2.3,2,2,0,数据分析,毕业要求直接出现“数据分析”；课程名称直接出现唯一技能别名“数据分析”,1.5798184952529422,3.633582539081767,7,是
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0041,Python,Python（编程语言）,工具软件与技术平台,云计算、系统运维与DevOps,1.0,1,1,0,Python,培养目标直接出现“Python”,1.5108256237659907,1.5108256237659907,16,是
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0043,行政管理,行政管理,方法、标准与流程,人力资源与行政管理,1.0,1,1,0,行政管理,培养目标直接出现“行政管理”,4.555348061489413,4.555348061489413,5,是
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0072,统计分析,统计分析,方法、标准与流程,人工智能与数据挖掘,0.8,1,1,0,统计分析,课程名称直接出现唯一技能别名“统计分析”,1.1880522315029396,0.9504417852023517,18,是
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0174,人工智能技术,人工智能技术,具体专业技能,人工智能与数据挖掘,6.4,5,5,0,人工智能技术；AI应用；ai；人工智能；ai应用,毕业要求直接出现“人工智能技术”；核心课程直接出现“AI应用”；课程名称直接出现唯一技能别名“ai”；课程名称直接出现唯一技能别名“人工智能”；课程名称直接出现唯一技能别名“ai应用”,1.312755710003897,8.40163654402494,1,是
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0397,数理统计,数理统计,工具软件与技术平台,人工智能与数据挖掘,0.8,1,1,0,数理统计,课程名称直接出现唯一技能别名“数理统计”,1.2019413436636068,0.9615530749308855,17,是
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0416,ArcGIS,ArcGIS（明确工具知识流程与资格）,工具软件与技术平台,Web前端开发,1.0,1,1,0,ArcGIS,培养目标直接出现“ArcGIS”,5.0661736852554045,5.0661736852554045,4,是
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0430,知识图谱,知识图谱,方法、标准与流程,人工智能与数据挖掘,2.5,1,1,0,知识图谱,核心课程直接出现“知识图谱”,2.194494060371392,5.48623515092848,3,是
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0771,团队合作,团队合作,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,团队合作,毕业要求直接出现“团队合作”,1.4111957828171493,2.116793674225724,14,否
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0774,表达能力,表达能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,表达能力,毕业要求直接出现“表达能力”,1.7703368192510753,2.655505228876613,10,否
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0775,学习能力,学习能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,自主学习能力,毕业要求直接出现“自主学习能力”,1.7221347174331973,2.583202076149796,11,否
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,2.3,2,1,1,文字写作能力；应用写作 / Practical Writing,毕业要求直接出现“文字写作能力”；写作课程,1.0649195460993157,2.449314956028426,12,否
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0780,诚信与职业道德,诚信与职业道德,非技术性能力,金融风控、投资与合规,1.5,1,1,0,诚实守信,毕业要求直接出现“诚实守信”,1.0710357731167517,1.6065536596751275,15,否
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0781,问题解决,问题解决,非技术性能力,表达沟通与通用办公协作,1.0,1,1,0,解决问题,培养目标直接出现“解决问题”,2.314638372213455,2.314638372213455,13,否
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0790,创新能力,创新能力,非技术性能力,视觉设计与数字内容制作,2.5,2,2,0,创新能力,培养目标直接出现“创新能力”；毕业要求直接出现“创新能力”,1.2895886507223624,3.223971626805906,9,是
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0799,自我驱动,自我驱动,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,自驱力,毕业要求直接出现“自驱力”,4.778491612803624,7.1677374192054355,2,是
首都经济贸易大学,CUEB-2025-113,2025级,城市学院,城市管理（区域经济管理）,城市管理（区域经济管理）,JN0818,系统思维,系统思维,非技术性能力,表达沟通与通用办公协作,1.0,1,1,0,系统思维,培养目标直接出现“系统思维”,4.218875824868201,4.218875824868201,6,是
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0024,Office办公软件,Office办公软件（办公套件）,工具软件与技术平台,表达沟通与通用办公协作,1.5,1,1,0,办公软件操作,毕业要求直接出现“办公软件操作”,2.037651588878423,3.056477383317634,16,否
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0025,英语,英语,语言能力,供应链与物流管理,0.8,1,1,0,英语,课程名称直接出现唯一技能别名“英语”,1.0,0.8,24,否
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0026,数据分析,数据分析,工具软件与技术平台,人工智能与数据挖掘,4.8,3,3,0,数据分析,毕业要求直接出现“数据分析”；核心课程直接出现“数据分析”；课程名称直接出现唯一技能别名“数据分析”,1.5798184952529422,7.583128777214122,7,是
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0028,项目管理,项目管理,方法、标准与流程,表达沟通与通用办公协作,1.5,1,1,0,项目管理,毕业要求直接出现“项目管理”,2.7635885922613586,4.145382888392038,11,是
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0029,Excel,Excel（办公软件与通用数字工具）,方法、标准与流程,表达沟通与通用办公协作,1.5,1,1,0,Excel,毕业要求直接出现“Excel”,2.1574527886910433,3.236179183036565,15,否
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0033,PowerPoint,PowerPoint（办公软件与通用数字工具）,方法、标准与流程,表达沟通与通用办公协作,1.5,1,1,0,PPT,毕业要求直接出现“PPT”,5.0661736852554045,7.599260527883107,4,是
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0040,Word,Word（办公软件与通用数字工具）,方法、标准与流程,表达沟通与通用办公协作,1.5,1,1,0,Word,毕业要求直接出现“Word”,5.471638793363569,8.207458190045354,2,是
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0072,统计分析,统计分析,方法、标准与流程,人工智能与数据挖掘,1.5,1,1,0,统计分析,毕业要求直接出现“统计分析”,1.1880522315029396,1.7820783472544095,21,否
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0174,人工智能技术,人工智能技术,具体专业技能,人工智能与数据挖掘,6.4,5,5,0,人工智能技术；AI应用；ai；人工智能；ai应用,毕业要求直接出现“人工智能技术”；核心课程直接出现“AI应用”；课程名称直接出现唯一技能别名“ai”；课程名称直接出现唯一技能别名“人工智能”；课程名称直接出现唯一技能别名“ai应用”,1.312755710003897,8.40163654402494,1,是
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0335,SPSS,SPSS（办公软件与通用数字工具）,方法、标准与流程,人工智能与数据挖掘,1.5,1,1,0,SPSS,毕业要求直接出现“SPSS”,4.778491612803624,7.1677374192054355,8,是
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0397,数理统计,数理统计,工具软件与技术平台,人工智能与数据挖掘,0.8,1,1,0,数理统计,课程名称直接出现唯一技能别名“数理统计”,1.2019413436636068,0.9615530749308855,22,否
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0416,ArcGIS,ArcGIS（明确工具知识流程与资格）,工具软件与技术平台,Web前端开发,1.5,1,1,0,ArcGIS,毕业要求直接出现“ArcGIS”,5.0661736852554045,7.599260527883107,5,是
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0430,知识图谱,知识图谱,方法、标准与流程,人工智能与数据挖掘,2.5,1,1,0,知识图谱,核心课程直接出现“知识图谱”,2.194494060371392,5.48623515092848,9,是
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0438,访谈,访谈,方法、标准与流程,表达沟通与通用办公协作,1.5,1,1,0,访谈,毕业要求直接出现“访谈”,5.0661736852554045,7.599260527883107,6,是
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0770,沟通能力,沟通能力,非技术性能力,组织协调与商业执行,1.5,1,1,0,沟通协调,毕业要求直接出现“沟通协调”,1.7953381214564925,2.693007182184739,18,否
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0774,表达能力,表达能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,表达能力,毕业要求直接出现“表达能力”,1.7703368192510753,2.655505228876613,19,否
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0775,学习能力,学习能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,自主学习能力,毕业要求直接出现“自主学习能力”,1.7221347174331973,2.583202076149796,20,否
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,0.8,1,0,1,应用写作 / Practical Writing,写作课程,1.0649195460993157,0.8519356368794526,23,否
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0781,问题解决,问题解决,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,问题解决,毕业要求直接出现“问题解决”,2.314638372213455,3.4719575583201827,14,否
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0787,领导力,领导力,非技术性能力,组织协调与商业执行,1.5,1,1,0,领导能力,毕业要求直接出现“领导能力”,2.4035858582299516,3.6053787873449274,13,否
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0788,口头表达,口头表达,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,口头表达能力,毕业要求直接出现“口头表达能力”,1.9021060968821986,2.853159145323298,17,否
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0801,独立思考,独立思考,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,独立思考能力,毕业要求直接出现“独立思考能力”,3.2203469947570738,4.83052049213561,10,是
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0823,目标管理,目标管理,非技术性能力,组织协调与商业执行,1.5,1,1,0,目标管理,毕业要求直接出现“目标管理”,5.471638793363569,8.207458190045354,3,是
首都经济贸易大学,CUEB-2025-114,2025级,城市学院,城市管理（智慧国土）,城市管理（智慧国土）,JN0830,批判性思维,批判性思维,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,批判性思维,毕业要求直接出现“批判性思维”,2.638425449307353,3.9576381739610293,12,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0025,英语,英语,语言能力,供应链与物流管理,4.8,3,3,0,英语,毕业要求直接出现“英语”；核心课程直接出现“英语”；课程名称直接出现唯一技能别名“英语”,1.0,4.8,14,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0026,数据分析,数据分析,工具软件与技术平台,人工智能与数据挖掘,4.8,3,3,0,数据分析,毕业要求直接出现“数据分析”；核心课程直接出现“数据分析”；课程名称直接出现唯一技能别名“数据分析”,1.5798184952529422,7.583128777214122,7,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0028,项目管理,项目管理,方法、标准与流程,表达沟通与通用办公协作,2.5,2,2,0,项目管理,培养目标直接出现“项目管理”；毕业要求直接出现“项目管理”,2.7635885922613586,6.908971480653396,8,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0041,Python,Python（编程语言）,工具软件与技术平台,云计算、系统运维与DevOps,2.5,2,2,0,Python,培养目标直接出现“Python”；毕业要求直接出现“Python”,1.5108256237659907,3.7770640594149767,19,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0044,方案设计,方案设计,方法、标准与流程,嵌入式与电子硬件开发,2.5,2,2,0,方案设计,培养目标直接出现“方案设计”；毕业要求直接出现“方案设计”,4.373026504695459,10.932566261738648,1,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0157,公文写作,公文写作,方法、标准与流程,金融风控、投资与合规,0.8,1,1,0,公文写作,课程名称直接出现唯一技能别名“公文写作”,5.0661736852554045,4.052938948204324,15,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0174,人工智能技术,人工智能技术,具体专业技能,人工智能与数据挖掘,6.4,5,5,0,人工智能技术；AI应用；ai；人工智能；ai应用,毕业要求直接出现“人工智能技术”；核心课程直接出现“AI应用”；课程名称直接出现唯一技能别名“ai”；课程名称直接出现唯一技能别名“人工智能”；课程名称直接出现唯一技能别名“ai应用”,1.312755710003897,8.40163654402494,3,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0256,授课,授课,方法、标准与流程,表达沟通与通用办公协作,1.0,1,1,0,课堂教学,培养目标直接出现“课堂教学”,2.4759065198095778,2.4759065198095778,26,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0365,文献检索,文献检索,方法、标准与流程,医药研发与药事管理,1.5,1,1,0,文献检索,毕业要求直接出现“文献检索”,3.2744142160273495,4.9116213240410245,13,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0397,数理统计,数理统计,工具软件与技术平台,人工智能与数据挖掘,0.8,1,1,0,数理统计,课程名称直接出现唯一技能别名“数理统计”,1.2019413436636068,0.9615530749308855,31,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0430,知识图谱,知识图谱,方法、标准与流程,人工智能与数据挖掘,2.5,1,1,0,知识图谱,核心课程直接出现“知识图谱”,2.194494060371392,5.48623515092848,10,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0647,论文写作,论文写作,方法、标准与流程,表达沟通与通用办公协作,0.8,1,1,0,论文写作,课程名称直接出现唯一技能别名“论文写作”,1.4734380916943703,1.1787504733554963,30,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0653,Stata,Stata（办公软件与通用数字工具）,方法、标准与流程,人工智能与数据挖掘,0.8,1,1,0,stata,课程名称直接出现唯一技能别名“stata”,3.8622008809294686,3.089760704743575,21,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0770,沟通能力,沟通能力,非技术性能力,组织协调与商业执行,0.8,1,1,0,沟通,课程名称直接出现唯一技能别名“沟通”,1.7953381214564925,1.436270497165194,29,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0771,团队合作,团队合作,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,团队协作,毕业要求直接出现“团队协作”,1.4111957828171493,2.116793674225724,27,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0774,表达能力,表达能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,表达能力,毕业要求直接出现“表达能力”,1.7703368192510753,2.655505228876613,24,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0775,学习能力,学习能力,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,自主学习能力,毕业要求直接出现“自主学习能力”,1.7221347174331973,2.583202076149796,25,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0776,抗压能力,抗压能力,非技术性能力,组织协调与商业执行,1.5,1,1,0,抗压能力,毕业要求直接出现“抗压能力”,3.392197251683733,5.088295877525599,11,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0777,执行力,执行力,非技术性能力,组织协调与商业执行,1.0,1,1,0,执行力,培养目标直接出现“执行力”,5.0661736852554045,5.0661736852554045,12,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0778,吃苦耐劳,吃苦耐劳,非技术性能力,工业自动化与电气控制,1.5,1,1,0,吃苦精神,毕业要求直接出现“吃苦精神”,5.471638793363569,8.207458190045354,4,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,0.8,1,0,1,应用写作 / Practical Writing,写作课程,1.0649195460993157,0.8519356368794526,32,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0780,诚信与职业道德,诚信与职业道德,非技术性能力,金融风控、投资与合规,1.5,1,1,0,职业道德,毕业要求直接出现“职业道德”,1.0710357731167517,1.6065536596751275,28,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0786,管理能力,管理能力,非技术性能力,组织协调与商业执行,1.0,1,1,0,管理能力,培养目标直接出现“管理能力”,2.730798769438368,2.730798769438368,23,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0787,领导力,领导力,非技术性能力,组织协调与商业执行,2.5,2,2,0,领导力；领导能力,培养目标直接出现“领导力”；毕业要求直接出现“领导能力”,2.4035858582299516,6.0089646455748795,9,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0788,口头表达,口头表达,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,口头表达能力,毕业要求直接出现“口头表达能力”,1.9021060968821986,2.853159145323298,22,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0790,创新能力,创新能力,非技术性能力,视觉设计与数字内容制作,2.5,2,2,0,创新能力,培养目标直接出现“创新能力”；毕业要求直接出现“创新能力”,1.2895886507223624,3.223971626805906,20,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0795,实践动手能力,实践动手能力,非技术性能力,嵌入式与电子硬件开发,2.5,2,2,0,动手能力；实操能力,培养目标直接出现“动手能力”；毕业要求直接出现“实操能力”,4.218875824868201,10.547189562170502,2,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0798,适应能力,适应能力,非技术性能力,组织协调与商业执行,1.5,1,1,0,适应能力,毕业要求直接出现“适应能力”,2.5271998141971284,3.7907997212956923,18,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0803,公关能力,公关能力,非技术性能力,组织协调与商业执行,1.5,1,1,0,公关能力,毕业要求直接出现“公关能力”,5.471638793363569,8.207458190045354,5,是
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0811,战略思维,战略思维,非技术性能力,组织协调与商业执行,1.0,1,1,0,战略思维,培养目标直接出现“战略思维”,3.8622008809294686,3.8622008809294686,17,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0816,跨部门协作,跨部门协作,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,跨部门协作,毕业要求直接出现“跨部门协作”,5.0661736852554045,7.599260527883107,6,否
首都经济贸易大学,CUEB-2025-115,2025级,城市学院,城市管理（智慧治理）,城市管理（智慧治理）,JN0830,批判性思维,批判性思维,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,批判性思维,毕业要求直接出现“批判性思维”,2.638425449307353,3.9576381739610293,16,否
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0024,Office办公软件,Office办公软件（办公套件）,工具软件与技术平台,表达沟通与通用办公协作,1.5,1,1,0,办公软件,毕业要求直接出现“办公软件”,2.037651588878423,3.056477383317634,10,是
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0025,英语,英语,语言能力,供应链与物流管理,0.8,1,1,0,英语,课程名称直接出现唯一技能别名“英语”,1.0,0.8,22,否
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0026,数据分析,数据分析,工具软件与技术平台,人工智能与数据挖掘,2.3,2,2,0,数据分析,毕业要求直接出现“数据分析”；课程名称直接出现唯一技能别名“数据分析”,1.5798184952529422,3.633582539081767,8,是
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0043,行政管理,行政管理,方法、标准与流程,人力资源与行政管理,5.8,4,4,0,行政管理,培养目标直接出现“行政管理”；毕业要求直接出现“行政管理”；核心课程直接出现“行政管理”；课程名称直接出现唯一技能别名“行政管理”,4.555348061489413,26.421018756638595,1,是
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0072,统计分析,统计分析,方法、标准与流程,人工智能与数据挖掘,1.5,1,1,0,统计分析,毕业要求直接出现“统计分析”,1.1880522315029396,1.7820783472544095,17,是
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0157,公文写作,公文写作,方法、标准与流程,金融风控、投资与合规,0.8,1,1,0,公文写作,课程名称直接出现唯一技能别名“公文写作”,5.0661736852554045,4.052938948204324,7,是
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0174,人工智能技术,人工智能技术,具体专业技能,人工智能与数据挖掘,6.4,5,5,0,人工智能技术；AI应用；人工智能；ai；ai应用,毕业要求直接出现“人工智能技术”；核心课程直接出现“AI应用”；课程名称直接出现唯一技能别名“人工智能”；课程名称直接出现唯一技能别名“ai”；课程名称直接出现唯一技能别名“ai应用”,1.312755710003897,8.40163654402494,2,是
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0211,数据结构与算法,数据结构与算法,方法、标准与流程,网络通信与软件开发基础,0.8,1,1,0,数据结构与算法,课程名称直接出现唯一技能别名“数据结构与算法”,2.79749014393704,2.237992115149632,14,是
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0373,人力资源管理流程,人力资源管理流程,方法、标准与流程,人力资源与行政管理,0.8,1,0,1,公共部门人力资源管理（双语） Human Resource Management in Public Sector(Bilingual),人力资源课程,2.194494060371392,1.7555952482971138,18,否
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0397,数理统计,数理统计,工具软件与技术平台,人工智能与数据挖掘,0.8,1,1,0,数理统计,课程名称直接出现唯一技能别名“数理统计”,1.2019413436636068,0.9615530749308855,20,否
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0430,知识图谱,知识图谱,方法、标准与流程,人工智能与数据挖掘,2.5,1,1,0,知识图谱,核心课程直接出现“知识图谱”,2.194494060371392,5.48623515092848,4,是
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0647,论文写作,论文写作,方法、标准与流程,表达沟通与通用办公协作,0.8,1,1,0,论文写作,课程名称直接出现唯一技能别名“论文写作”,1.4734380916943703,1.1787504733554963,19,否
首都经济贸易大学,CUEB-2025-116,2025级,城市学院,行政管理（数字政府）,行政管理（数字政府）,JN0706,消防安全,消防安全,专业知识与行业经验,安全环保与职业健康,0.8,1,1,0,应急管理,课程名称直接出现唯一技能别名“应急管理”,4.218875824868201,3.375100659894561,9,是
