学校,专业主键,年级,学院,专业,专业方向_路径,技能编号,标准技能名称,技能展示名称,技能一级类型,技能簇名称,技能供给原始分,证据条数,直接证据条数,语义规则证据条数,证据摘要,映射依据,专业区分度权重,技能供给区分度得分,专业内排名,是否代表性技能
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0109,会计核算,会计核算,方法、标准与流程,财务会计与税务管理,5.6000000000000005,7,0,7,会计学基础 / Fundamental Accounting；中级财务会计（上） / Intermediate Financial Accounting；中级财务会计（下） / Intermediate Financial Accounting；会计信息系统 / Accounting Information System；高级财务会计 / Advanced Financial Accounting；RPA与智能会计 RPA & Intelligent Accounting；现代会计学（英语） / Modern Accounting (English),会计课程；会计信息化课程,1.2895886507223624,7.2216964440452305,3,是
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0136,成本管理,成本管理,方法、标准与流程,财务会计与税务管理,3.3,2,2,0,成本管理,核心课程直接出现“成本管理”；课程名称直接出现唯一技能别名“成本管理”,2.9867321435755683,9.856216073799375,2,是
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0159,税务筹划,税务筹划,具体专业技能,财务会计与税务管理,0.8,1,0,1,税务会计与纳税筹划 / Tax Accounting and Tax Planning,税务筹划课程,3.392197251683733,2.7137578013469863,11,是
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0251,BI,BI（数据库与数据工程）,工具软件与技术平台,大数据工程与数据仓库,3.3,2,2,0,商业智能,核心课程直接出现“商业智能”；课程名称直接出现唯一技能别名“商业智能”,3.392197251683733,11.194250930556318,1,是
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0254,市场营销知识,市场营销知识,方法、标准与流程,组织协调与商业执行,0.8,1,0,1,市场营销学 / Marketing,市场营销课程,2.4035858582299516,1.9228686865839615,16,否
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0256,授课,授课,方法、标准与流程,表达沟通与通用办公协作,1.0,1,1,0,课堂教学,培养特色直接出现“课堂教学”,2.4759065198095778,2.4759065198095778,13,是
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0258,法律法规知识,法律法规知识,方法、标准与流程,金融风控、投资与合规,0.8,1,0,1,商法学 / Science of Business Law,法规课程,2.139434283188365,1.711547426550692,17,否
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0397,数理统计,数理统计,工具软件与技术平台,人工智能与数据挖掘,0.8,1,1,0,数理统计,课程名称直接出现唯一技能别名“数理统计”,1.2019413436636068,0.9615530749308855,22,否
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0647,论文写作,论文写作,方法、标准与流程,表达沟通与通用办公协作,0.8,1,0,1,学术写作与专业前沿 Academic Writing and Professional Frontier,学术写作课程,1.4734380916943703,1.1787504733554963,21,否
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0690,风险管理,风险管理,专业知识与行业经验,金融风控、投资与合规,0.8,1,1,0,风险管理,课程名称直接出现唯一技能别名“风险管理”,1.916290731874155,1.533032585499324,19,否
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0691,财务管理,财务管理,专业知识与行业经验,财务会计与税务管理,3.3,2,2,0,财务管理,核心课程直接出现“财务管理”；课程名称直接出现唯一技能别名“财务管理”,1.664976303593249,5.4944218018577216,5,是
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0710,财税法规,财税法规,专业知识与行业经验,财务会计与税务管理,0.8,1,0,1,税法 / Tax Law,税法课程,3.0292917579943643,2.4234334063954917,14,否
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0771,团队合作,团队合作,非技术性能力,表达沟通与通用办公协作,1.5,1,1,0,团队协作,毕业要求直接出现“团队协作”,1.4111957828171493,2.116793674225724,15,否
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0779,书面表达,书面表达,非技术性能力,表达沟通与通用办公协作,0.8,1,0,1,应用写作 / Practical Writing,写作课程,1.0649195460993157,0.8519356368794526,24,否
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0780,诚信与职业道德,诚信与职业道德,非技术性能力,金融风控、投资与合规,4.8,3,3,0,职业道德,毕业要求直接出现“职业道德”；核心课程直接出现“职业道德”；课程名称直接出现唯一技能别名“职业道德”,1.0710357731167517,5.140971710960408,8,是
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0781,问题解决,问题解决,非技术性能力,表达沟通与通用办公协作,2.5,2,2,0,解决问题,毕业要求直接出现“解决问题”；培养特色直接出现“解决问题”,2.314638372213455,5.786595930533638,4,是
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0785,分析判断,分析判断,非技术性能力,组织协调与商业执行,2.5,2,2,0,分析能力；判断能力,培养目标直接出现“分析能力”；毕业要求直接出现“判断能力”,2.121734706088964,5.304336765222411,7,是
首都经济贸易大学,CUEB-2023-033,2023级,会计学院,会计学,会计学,JN0790,创新能力,创新能力,非技术性能力,视觉设计与数字内容制作,3.5,3,3,0,创新意识；创新能力,培养目标直接出现“创新意识”；毕业要求直接出现“创新意识”；培养特色直接出现“创新能力”,1.2895886507223624,4.513560277528269,10,否
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0024,Office办公软件,Office办公软件（办公套件）,工具软件与技术平台,表达沟通与通用办公协作,0.8,1,0,1,计算机应用  / Computer Application,通用计算机应用课程,2.037651588878423,1.6301212711027384,18,否
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0025,英语,英语,语言能力,供应链与物流管理,4.8,3,3,0,英语,毕业要求直接出现“英语”；核心课程直接出现“英语”；课程名称直接出现唯一技能别名“英语”,1.0,4.8,5,是
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0041,Python,Python（编程语言）,工具软件与技术平台,云计算、系统运维与DevOps,0.8,1,1,0,python,课程名称直接出现唯一技能别名“python”,1.5108256237659907,1.2086604990127927,19,否
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0072,统计分析,统计分析,方法、标准与流程,人工智能与数据挖掘,0.8,1,0,1,统计学 / Statistics,统计方法课程,1.1880522315029396,0.9504417852023517,22,否
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0081,财务软件应用,财务软件应用,方法、标准与流程,财务会计与税务管理,1.6,2,0,2,会计信息系统（双语） / Accounting Information System（Bilingual）；RPA与智能会计 RPA & Intelligent Accounting,会计信息化课程,3.392197251683733,5.427515602693973,3,是
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0091,云计算,云计算,工具软件与技术平台,云计算、系统运维与DevOps,1.5,1,1,0,云计算,毕业要求直接出现“云计算”,3.120263536200091,4.680395304300136,6,是
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0109,会计核算,会计核算,方法、标准与流程,财务会计与税务管理,3.2,4,0,4,会计信息系统（双语） / Accounting Information System（Bilingual）；财务会计（双语）Financial Accounting INT (Bilingual)；中国财务会计实务 Chinese Financial Accounting Practice；RPA与智能会计 RPA & Intelligent Accounting,会计信息化课程；会计课程,1.2895886507223624,4.12668368231156,8,是
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0159,税务筹划,税务筹划,具体专业技能,财务会计与税务管理,0.8,1,0,1,税务会计与纳税筹划 / Tax Accounting and Tax Planning,税务筹划课程,3.392197251683733,2.7137578013469863,12,是
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0251,BI,BI（数据库与数据工程）,工具软件与技术平台,大数据工程与数据仓库,0.8,1,1,0,商业智能,课程名称直接出现唯一技能别名“商业智能”,3.392197251683733,2.7137578013469863,13,是
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0254,市场营销知识,市场营销知识,方法、标准与流程,组织协调与商业执行,0.8,1,0,1,市场营销学 / Marketing,市场营销课程,2.4035858582299516,1.9228686865839615,17,否
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0258,法律法规知识,法律法规知识,方法、标准与流程,金融风控、投资与合规,1.6,2,0,2,商法学 / Science of Business Law；公司法与商法（英语）Corporate and Business Law UK（English）,法规课程,2.139434283188365,3.423094853101384,10,是
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0397,数理统计,数理统计,工具软件与技术平台,人工智能与数据挖掘,0.8,1,1,0,数理统计,课程名称直接出现唯一技能别名“数理统计”,1.2019413436636068,0.9615530749308855,21,否
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0647,论文写作,论文写作,方法、标准与流程,表达沟通与通用办公协作,0.8,1,0,1,学术写作与专业前沿 Academic Writing and Professional Frontier,学术写作课程,1.4734380916943703,1.1787504733554963,20,否
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0691,财务管理,财务管理,专业知识与行业经验,财务会计与税务管理,3.3,2,2,0,财务管理,核心课程直接出现“财务管理”；课程名称直接出现唯一技能别名“财务管理”,1.664976303593249,5.4944218018577216,2,是
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0701,会计准则,会计准则,专业知识与行业经验,财务会计与税务管理,2.5,2,2,0,会计准则,培养目标直接出现“会计准则”；毕业要求直接出现“会计准则”,4.218875824868201,10.547189562170502,1,是
首都经济贸易大学,CUEB-2023-034,2023级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,JN0710,财税法规,财税法规,专业知识与行业经验,财务会计与税务管理,0.8,1,0,1,税法 / Tax Law,税法课程,3.0292917579943643,2.4234334063954917,15,否
