城市技能关系主键,canonical_skill,城市,预测年份,城市内技能需求占比预测,预测下限90%,预测上限90%,预测模型,趋势模型平均权重,标准技能名称,技能编号,技能展示名称,技能一级类型,技能簇编号,技能簇名称,每万岗位需求数预测,城市排名
CS0047029,项目申报,佛山,2026,0.0025972960313205,0.0001316373781215,0.007184792588303,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,25.972960313204997,23
CS0047030,项目申报,佛山,2027,0.0026335726693757,0.0001224356710769,0.0072210692263581,seasonal_3y+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,26.335726693757,23
CS0047031,项目申报,佛山,2028,0.0026698493074309,0.0001241102330075,0.0072573458644133,seasonal_3y+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,26.698493074309,22
CS0047032,项目申报,北京,2026,0.0048932818706966,0.0004708111929751,0.0102575679377029,trend_seasonal+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,48.932818706966,3
CS0047033,项目申报,北京,2027,0.0050028271888182,0.0004178078947481,0.0103671132558245,trend_seasonal+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,50.028271888182005,4
CS0047034,项目申报,北京,2028,0.0051601523990714,0.0004156668707789,0.0105244384660777,trend_seasonal+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,51.60152399071401,4
CS0047035,项目申报,南京,2026,0.0047133181966185,0.0004772904248689,0.0113112226184383,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,47.133181966185006,5
CS0047036,项目申报,南京,2027,0.0045806995999689,0.0003417376278982,0.0111786040217888,seasonal_3y+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,45.806995999689,6
CS0047037,项目申报,南京,2028,0.0044480810033194,0.0002061848309275,0.0110459854251393,seasonal_3y+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,44.480810033194,8
CS0047038,项目申报,南昌,2026,0.0027508032137161,1.1244563522611376e-05,0.0120525727019992,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,27.508032137161,22
CS0047039,项目申报,南昌,2027,0.0028032657492022,5.849664734868721e-06,0.0121050352374853,seasonal_3y+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,28.032657492022,20
CS0047040,项目申报,南昌,2028,0.0028557282846882,4.5476594712588514e-07,0.0121574977729713,seasonal_3y+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,28.557282846882003,20
CS0047041,项目申报,厦门,2026,0.003060377415795,0.0003028909987061,0.0100043121082199,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,30.60377415795,16
CS0047042,项目申报,厦门,2027,0.0031271938638491,0.0001964454852318,0.010071128556274,seasonal_3y+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,31.271938638490997,16
CS0047043,项目申报,厦门,2028,0.0031940103119031,0.000109740186014,0.010137945004328,seasonal_3y+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,31.940103119030997,16
CS0047044,项目申报,合肥,2026,0.0042388386492491,0.0003213391711435,0.0108411473516534,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,42.388386492490994,10
CS0047045,项目申报,合肥,2027,0.0043005144122667,0.0003486659611995,0.010902823114671,seasonal_3y+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,43.005144122667,9
CS0047046,项目申报,合肥,2028,0.0043621901752843,0.0003759927512555,0.0109644988776886,seasonal_3y+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,43.621901752843,9
CS0047047,项目申报,天津,2026,0.0029886869965773,0.0005595216061412,0.0098711270390168,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,29.886869965773,18
CS0047048,项目申报,天津,2027,0.0030058936159074,0.0005049541015908,0.009888333658347,seasonal_3y+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,30.058936159074,18
CS0047049,项目申报,天津,2028,0.0030231002352375,0.0004503865970404,0.0099055402776771,seasonal_3y+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,30.231002352375,18
CS0047050,项目申报,宁波,2026,0.0054327095084186,0.0006875958107425,0.0116874726355951,trend_seasonal+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,54.327095084186,1
CS0047051,项目申报,宁波,2027,0.0056211343034323,0.0006847772169907,0.0118758974306088,trend_seasonal+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,56.211343034323,1
CS0047052,项目申报,宁波,2028,0.0058469391752759,0.0007175659357187,0.0121017023024524,trend_seasonal+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,58.469391752759,1
CS0047053,项目申报,常州,2026,0.0030179106371935,9.03501810404587e-21,0.0108269910426722,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,30.179106371935003,17
CS0047054,项目申报,常州,2027,0.0030711670138927,0.0,0.0108802474193714,seasonal_3y+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,30.711670138927,17
CS0047055,项目申报,常州,2028,0.0031244233905918,0.0,0.0109335037960705,seasonal_3y+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,31.244233905918,17
CS0047056,项目申报,广州,2026,0.004106403570663,0.0004444251977322,0.008415371688104,trend_seasonal+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,41.06403570663,11
CS0047057,项目申报,广州,2027,0.0039738496831715,0.0003350293936522,0.0082828178006125,trend_seasonal+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,39.738496831715004,11
CS0047058,项目申报,广州,2028,0.0038288851669911,0.0002133790409893,0.008137853284432,trend_seasonal+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,38.288851669911,11
CS0047059,项目申报,成都,2026,0.004666730325881,0.0002800807483864,0.0096727451664214,trend_seasonal+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,46.66730325881,6
CS0047060,项目申报,成都,2027,0.0050471916204059,0.0003464657382612,0.0100532064609464,trend_seasonal+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,50.471916204059,3
CS0047061,项目申报,成都,2028,0.0055236099725757,0.0005732901859693,0.0105296248131161,trend_seasonal+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,55.236099725757,2
CS0047062,项目申报,无锡,2026,0.0043525043737028,0.0004094728661769,0.0102053542392632,trend_seasonal+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,43.525043737028,8
CS0047063,项目申报,无锡,2027,0.0040615086877195,0.000300269537277,0.0099143585532799,trend_seasonal+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,40.615086877195004,10
CS0047064,项目申报,无锡,2028,0.0037256135077926,0.0001560503121326,0.009578463373353,trend_seasonal+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,37.256135077926004,12
CS0047065,项目申报,杭州,2026,0.0043356280005705,0.0004988067644907,0.008566666569168,trend_seasonal+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,43.356280005704996,9
CS0047066,项目申报,杭州,2027,0.0044696873795159,0.0004896002665795,0.0087007259481134,trend_seasonal+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,44.69687379515899,7
CS0047067,项目申报,杭州,2028,0.0046535872573275,0.0006134786905431,0.0088846258259251,trend_seasonal+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,46.535872573275,6
CS0047068,项目申报,武汉,2026,0.0044663214567219,0.0003073786624314,0.0091653522622991,trend_seasonal+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,44.663214567219,7
CS0047069,项目申报,武汉,2027,0.0044689586283546,0.0002389286840219,0.0091679894339319,trend_seasonal+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,44.68958628354601,8
CS0047070,项目申报,武汉,2028,0.0044688990382051,0.0001690596301498,0.0091679298437823,trend_seasonal+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,44.688990382050996,7
CS0047071,项目申报,沈阳,2026,0.0027894010033092,0.0001147139798103,0.0136816274053998,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,27.894010033092002,21
CS0047072,项目申报,沈阳,2027,0.0027800282107584,5.965126950137664e-05,0.013672254612849,seasonal_3y+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,27.800282107584,21
CS0047073,项目申报,沈阳,2028,0.0027706554182076,4.588559192413577e-06,0.0136628818202982,seasonal_3y+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,27.706554182076,21
CS0047074,项目申报,深圳,2026,0.0028353249855888,0.0004334305793802,0.0063800332281837,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,28.353249855888,20
CS0047075,项目申报,深圳,2027,0.0027425383736661,0.0003265371518303,0.0062872466162611,seasonal_3y+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,27.425383736660997,22
CS0047076,项目申报,深圳,2028,0.0026497517617435,0.0002196437242805,0.0061944600043385,seasonal_3y+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,26.497517617435,23
CS0047077,项目申报,珠海,2026,0.0047579948139893,0.0003095447952348,0.0128373744355058,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,47.579948139893006,4
CS0047078,项目申报,珠海,2027,0.0047146934490288,0.0002253829148032,0.0127940730705453,seasonal_3y+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,47.146934490288004,5
CS0047079,项目申报,珠海,2028,0.0046713920840683,0.0001412210343715,0.0127507717055848,seasonal_3y+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,46.713920840683,5
CS0047080,项目申报,福州,2026,0.0023316471964964,0.0006844234875208,0.0113595630126344,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,23.316471964964,24
CS0047081,项目申报,福州,2027,0.0020584796968725,0.0004112559878968,0.0110863955130105,seasonal_3y+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,20.584796968725,24
CS0047082,项目申报,福州,2028,0.0017853121972485,0.0001380884882729,0.0108132280133865,seasonal_3y+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,17.853121972485,24
CS0047083,项目申报,苏州,2026,0.0034736852350799,0.0003653371733819,0.0090280707128971,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,34.736852350799,14
CS0047084,项目申报,苏州,2027,0.0033897612084152,0.0002484365181519,0.0089441466862324,seasonal_3y+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,33.897612084152,15
CS0047085,项目申报,苏州,2028,0.0033058371817505,0.0001315358629219,0.0088602226595677,seasonal_3y+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,33.058371817505,15
CS0047086,项目申报,西安,2026,0.0038032437999125,0.000348373649012,0.009167288126392,trend_seasonal+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,38.032437999125,12
CS0047087,项目申报,西安,2027,0.0036523257617721,0.0002155123920458,0.0090163700882516,trend_seasonal+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,36.523257617721,13
CS0047088,项目申报,西安,2028,0.0034757948878763,7.251160393211558e-05,0.0088398392143558,trend_seasonal+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,34.757948878763,14
CS0047089,项目申报,重庆,2026,0.0037905888931116,0.0002414501858662,0.0102995266743346,trend_seasonal+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,37.905888931116,13
CS0047090,项目申报,重庆,2027,0.0039310815334832,0.0001347842858266,0.0104400193147062,trend_seasonal+留出校准组合,0.85,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,39.310815334832,12
CS0047091,项目申报,重庆,2028,0.0040908721199135,3.157843292112958e-05,0.0105998099011365,trend_seasonal+留出校准组合,0.9528571428571428,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,40.908721199135,10
CS0047092,项目申报,长沙,2026,0.0053589891049104,0.0005719690172961,0.0132257703299232,seasonal_3y+留出校准组合,0.747142857142857,项目申报,JN0200,项目申报,方法、标准与流程,18.0,医药研发与药事管理,53.589891049104,2
